123	27	27	2650.000
124	31	31	2689.000
125	14	13	2706.000
126	37	37	2745.000
127	1	1	2755.000
128	14	13	2756.000
129	4	4	2774.000
130	37	37	2785.000
131	4	4	2805.000
132	37	37	2807.000
133	3	3	2830.000
134	4	4	2830.000
135	38	33	2836.000
136	3	3	2861.000
137	14	13	2883.000
138	16	22	2900.000
139	16	22	2915.000
140	4	4	2924.000
141	14	13	2940.000
142	8	7	2963.000
143	12	11	2973.000
144	1	1	2994.000
145	16	22	3017.000
146	3	3	3032.000
147	14	13	3050.000
148	14	13	3083.000
149	16	22	3108.000
150	3	3	3113.000
151	39	38	3123.000
152	3	3	3155.000
153	1	1	3182.000
154	40	17	3226.000
155	16	22	3229.000
156	41	39	3258.000
157	42	40	3282.000
158	43	41	3314.000
159	1	1	3331.000
160	28	28	3396.000
161	16	22	3422.000
162	44	42	3504.000
163	12	11	3515.000
164	42	40	3520.000
165	16	22	3559.000
166	34	34	3591.000
167	3	3	3729.000
168	45	22	3734.000
169	16	22	3767.000
170	3	3	3768.000
171	3	3	3820.000
172	16	22	3835.000
173	16	22	3851.000
174	3	3	3855.000
175	6	6	3874.000
176	3	3	3928.000
177	46	43	3950.000
178	16	22	3994.000
179	3	3	4030.000
180	16	22	4030.000
181	16	22	4058.000
182	3	3	4078.000
183	1	1	4188.000
184	6	6	4191.000
185	3	3	4198.000
186	3	3	4242.000
187	1	1	4243.000
188	12	11	4275.000
189	3	3	4287.000
190	1	1	4304.000
191	3	3	4334.000
192	47	44	4399.000
193	48	45	4408.000
194	3	3	4411.000
195	48	45	4432.000
196	16	22	4442.000
197	3	3	4485.000
198	49	46	4487.000
199	50	47	4497.000
200	16	22	4505.000
201	47	44	4508.000
202	3	3	4533.000
203	1	1	4562.000
204	50	47	4568.000
205	3	3	4581.000
206	16	22	4584.000
207	1	1	4620.000
208	12	11	4630.000
209	48	45	4665.000
210	51	48	4667.000
211	52	22	4669.000
212	3	3	4679.000
213	51	48	4709.000
214	53	49	4743.000
215	54	50	4751.000
216	16	22	4755.000
217	48	45	4774.000
218	55	51	4780.000
219	3	3	4802.000
220	1	1	4812.000
221	16	22	4813.000
222	3	3	4853.000
223	48	45	4877.000
224	3	3	4893.000
225	16	22	4899.000
226	56	52	4909.000
227	16	22	4925.000
228	16	22	4968.000
229	48	45	4980.000
230	8	7	5007.000
231	47	44	5037.000
232	57	17	5056.000
233	16	22	5066.000
234	58	53	5087.000
235	1	1	5088.000
236	16	22	5101.000
237	48	45	5148.000
238	1	1	5169.000
239	3	3	5180.000
240	3	3	5218.000
241	1	1	5258.000
242	59	54	5261.000
243	48	45	5268.000
244	48	45	5357.000
245	18	17	5358.000
246	48	45	5405.000
247	3	3	5436.000
248	1	1	5443.000
249	59	54	5445.000
250	60	55	5449.000
251	61	56	5498.000
252	1	1	5564.000
253	59	54	5570.000
254	61	56	5646.000
255	17	57	5670.000
256	61	56	5705.000
257	1	1	5712.000
258	22	58	5721.000
259	48	45	5726.000
260	59	54	5798.000
261	57	17	5800.000
262	1	1	5807.000
263	62	59	5855.000
264	48	45	5904.000
265	1	1	5928.000
266	63	13	5974.000
267	59	54	5985.000
268	64	60	6053.000
269	64	60	6084.000
270	3	3	6096.000
271	65	61	6112.000
272	66	62	6123.000
273	3	3	6149.000
274	1	1	6167.000
275	1	1	6234.000
276	67	9	6254.000
277	68	22	6344.000
278	69	63	6359.000
279	56	52	6437.000
280	59	54	6438.000
281	62	59	6443.000
282	70	64	6448.000
283	62	59	6476.000
284	1	1	6519.000
285	71	54	6525.000
286	59	54	6585.000
287	3	3	6602.000
288	62	59	6615.000
289	59	54	6670.000
290	59	54	6706.000
291	1	1	6727.000
292	59	54	6762.000
293	1	1	6769.000
294	72	65	6792.000
295	1	1	6815.000
296	3	3	6826.000
297	1	1	6864.000
298	3	3	6867.000
299	1	1	6935.000
300	8	66	6936.000
301	73	67	6937.000
302	1	1	7006.000
303	74	68	7010.000
304	3	3	7039.000
305	73	39	7100.000
306	75	69	7101.000
307	73	70	7116.000
308	73	7	7128.000
309	75	69	7198.000
310	59	54	7211.000
311	3	3	7223.000
312	34	34	7234.000
313	75	69	7235.000
314	1	1	7244.000
315	34	34	7251.000
316	76	62	7296.000
317	74	68	7303.000
318	59	54	7313.000
319	1	1	7338.000
320	77	58	7339.000
321	78	18	7372.000
322	3	3	7400.000
323	75	69	7407.000
324	79	41	7410.000
325	74	68	7417.000
326	1	1	7433.000
327	74	68	7444.000
328	77	58	7445.000
329	3	3	7550.000
330	80	71	7564.000
331	1	1	7589.000
332	77	58	7609.000
333	59	54	7643.000
334	75	69	7695.000
335	59	54	7706.000
336	1	1	7731.000
337	59	54	7763.000
338	59	54	7787.000
339	3	3	7810.000
340	3	3	7847.000
341	59	54	7871.000
342	3	3	7881.000
343	1	1	7942.000
344	56	52	7948.000
345	3	3	7998.000
346	3	3	8030.000
347	3	3	8079.000
348	75	69	8093.000
349	50	72	8152.000
350	59	54	8157.000
351	81	29	8157.000
352	82	34	8157.000
353	75	69	8182.000
354	59	54	8216.000
355	83	73	8243.000
356	83	73	8283.000
357	59	54	8336.000
358	84	34	8365.000
359	75	69	8393.000
360	84	34	8397.000
361	75	69	8430.000
362	1	1	8587.000
363	85	74	8619.000
364	50	72	8727.000
365	75	69	8809.000
366	86	61	8825.000
367	77	58	8907.000
368	75	69	8913.000
369	87	75	8942.000
370	81	29	8980.000
371	75	69	8988.000
372	88	76	9000.000
373	81	29	9017.000
374	88	76	9061.000
375	75	69	9112.000
376	50	72	9118.000
377	65	61	9127.000
378	75	69	9141.000
379	65	61	9150.000
380	81	29	9172.000
381	89	77	9234.000
382	90	78	9240.000
383	88	76	9248.000
384	91	33	9259.000
385	92	79	9269.000
386	75	69	9270.000
387	76	62	9298.000
388	81	29	9299.000
389	93	80	9307.000
390	59	54	9312.000
391	91	33	9341.000
392	75	69	9356.000
393	75	69	9377.000
394	59	54	9384.000
395	88	76	9396.000
396	86	61	9439.000
397	75	69	9462.000
398	90	78	9500.000
399	75	69	9503.000
400	88	76	9567.000
401	3	3	9576.000
402	90	78	9629.000
403	75	69	9694.000
404	88	76	9695.000
405	94	81	9700.000
406	90	78	9728.000
407	81	29	9777.000
408	90	78	9784.000
409	75	69	9830.000
410	95	66	9840.000
411	95	66	9928.000
412	22	82	9934.000
413	76	62	9943.000
414	90	78	9966.000
415	75	69	10020.000
416	66	62	10030.000
417	96	83	10034.000
418	90	78	10086.000
419	66	62	10167.000
420	75	69	10184.000
421	88	76	10185.000
422	97	84	10297.000
423	59	54	10300.000
424	98	85	10348.000
425	3	3	10380.000
426	88	76	10392.000
427	95	66	10393.000
428	66	62	10393.000
429	98	85	10431.000
430	95	66	10449.000
431	88	76	10489.000
432	75	69	10491.000
433	59	54	10497.000
434	3	3	10556.000
435	90	78	10567.000
436	3	3	10597.000
437	93	80	10614.000
438	75	69	10619.000
439	3	3	10661.000
440	3	3	10720.000
441	88	76	10731.000
442	3	3	10769.000
443	75	69	10831.000
444	3	3	10889.000
445	66	62	10892.000
446	68	81	10918.000
447	59	54	10939.000
448	99	86	10960.000
449	99	86	10987.000
450	3	3	10989.000
451	75	69	11006.000
452	96	83	11051.000
453	88	76	11052.000
454	59	54	11055.000
455	75	69	11062.000
456	75	69	11085.000
457	3	3	11146.000
458	100	87	11171.000
459	101	88	11180.000
460	88	76	11235.000
461	101	88	11292.000
462	3	3	11299.000
463	88	76	11301.000
464	59	54	11352.000
465	3	3	11356.000
466	3	3	11383.000
467	88	76	11432.000
468	3	3	11437.000
469	88	76	11455.000
470	59	54	11466.000
471	3	3	11493.000
472	50	72	11495.000
473	88	76	11520.000
474	3	3	11544.000
475	102	79	11578.000
476	88	76	11581.000
477	50	72	11601.000
478	3	3	11636.000
479	88	76	11663.000
480	3	3	11705.000
481	103	89	11710.000
482	104	90	11710.000
483	102	79	11719.000
484	104	90	11720.000
485	88	76	11748.000
486	100	87	11778.000
487	88	76	11805.000
488	105	91	11862.000
489	75	69	11892.000
490	88	76	11893.000
491	59	54	11907.000
492	106	75	11920.000
493	75	69	11922.000
494	88	76	11928.000
495	107	92	11940.000
496	3	3	11985.000
497	88	76	11994.000
498	80	93	11996.000
499	3	3	12018.000
500	75	69	12109.000
501	75	69	12176.000
502	108	94	12185.000
503	3	3	12191.000
504	107	92	12199.000
505	3	3	12219.000
506	102	79	12229.000
507	88	76	12270.000
508	109	25	12415.000
509	3	3	12422.000
510	75	69	12465.000
511	75	69	12517.000
512	3	3	12518.000
513	106	75	12602.000
514	88	76	12610.000
515	3	3	12665.000
516	110	75	12681.000
517	18	17	12694.000
518	3	3	12711.000
519	18	17	12716.000
520	111	95	12752.000
521	102	79	12772.000
522	104	90	12807.000
523	17	96	12817.000
524	111	95	12836.000
525	3	3	12840.000
526	18	17	12860.000
527	3	3	12895.000
528	88	76	12958.000
529	75	69	12963.000
530	108	94	12989.000
531	106	75	12994.000
532	59	54	13009.000
533	76	62	13053.000
534	76	62	13091.000
535	75	69	13127.000
536	75	69	13253.000
537	112	70	13258.000
538	86	57	13279.000
539	106	75	13280.000
540	75	69	13289.000
541	88	76	13303.000
542	75	69	13391.000
543	106	75	13466.000
544	113	62	13487.000
545	114	97	13494.000
546	75	69	13498.000
547	18	17	13517.000
548	88	76	13556.000
549	3	3	13619.000
550	14	13	13629.000
551	3	3	13701.000
552	88	76	13741.000
553	88	76	13918.000
554	88	76	13992.000
555	3	3	14041.000
556	14	13	14056.000
557	115	98	14097.000
558	3	3	14099.000
559	116	56	14115.000
560	88	76	14231.000
561	76	62	14260.000
562	117	99	14272.000
563	76	62	14299.000
564	117	99	14340.000
565	88	76	14385.000
566	106	75	14450.000
567	118	100	14478.000
568	3	3	14495.000
569	88	76	14534.000
570	78	101	14557.000
571	78	101	14584.000
572	106	75	14601.000
573	88	76	14613.000
574	85	74	14645.000
575	78	101	14660.000
576	3	3	14764.000
577	27	27	14767.000
578	119	102	14778.000
579	102	79	14813.000
580	116	56	14841.000
581	27	27	14861.000
582	88	76	14872.000
583	102	79	14883.000
584	117	99	14918.000
585	6	6	14972.000
586	67	94	14999.000
587	27	27	15011.000
588	88	76	15040.000
589	88	76	15178.000
590	102	79	15191.000
591	88	76	15232.000
592	102	79	15285.000
593	102	79	15313.000
594	102	79	15346.000
595	118	100	15381.000
596	102	79	15385.000
597	88	76	15448.000
598	50	72	15473.000
599	66	103	15488.000
600	120	34	15533.000
601	88	76	15559.000
602	66	103	15582.000
603	121	70	15585.000
604	3	3	15604.000
605	118	100	15604.000
606	122	18	15611.000
607	12	11	15660.000
608	66	103	15663.000
609	50	72	15679.000
610	123	104	15693.000
611	124	105	15721.000
612	66	103	15737.000
613	124	105	15741.000
614	118	100	15751.000
615	59	54	15755.000
616	88	76	15795.000
617	125	98	15797.000
618	66	103	15806.000
619	123	104	15810.000
620	67	68	15845.000
621	88	76	15873.000
622	126	106	15883.000
623	66	62	15922.000
624	66	62	15954.000
625	12	11	16020.000
626	3	3	16045.000
627	127	107	16149.000
628	72	108	16172.000
629	128	75	16224.000
630	3	3	16256.000
631	124	105	16259.000
632	129	109	16270.000
633	116	56	16298.000
634	124	105	16322.000
635	124	105	16359.000
636	76	62	16366.000
637	130	75	16406.000
638	3	3	16418.000
639	59	54	16420.000
640	131	110	16422.000
641	76	62	16442.000
642	124	105	16472.000
643	39	111	16523.000
644	3	3	16538.000
645	132	112	16616.000
646	133	16	16661.000
647	124	105	16666.000
648	102	79	16719.000
649	50	72	16722.000
650	3	3	16732.000
651	134	113	16732.000
652	124	105	16774.000
653	118	100	16792.000
654	17	114	16814.000
655	124	105	16842.000
656	22	114	16890.000
657	124	105	16902.000
658	134	113	16919.000
659	118	100	16927.000
660	3	3	16962.000
661	59	54	16975.000
662	135	51	16978.000
663	124	105	17010.000
664	135	51	17024.000
665	118	100	17042.000
666	134	113	17086.000
667	3	3	17108.000
668	124	105	17126.000
669	102	79	17136.000
670	134	113	17136.000
671	136	115	17163.000
672	137	114	17199.000
673	3	3	17213.000
674	138	56	17215.000
675	118	100	17217.000
676	127	107	17232.000
677	139	55	17251.000
678	50	72	17259.000
679	140	114	17271.000
680	141	116	17281.000
681	124	105	17324.000
682	50	72	17344.000
683	59	54	17360.000
684	3	3	17377.000
685	118	100	17393.000
686	50	72	17408.000
687	76	62	17435.000
688	95	109	17435.000
689	50	72	17435.000
690	3	3	17443.000
691	76	62	17465.000
692	142	109	17473.000
693	24	24	17477.000
694	142	109	17501.000
695	3	3	17509.000
696	102	79	17523.000
697	137	114	17541.000
698	102	79	17547.000
699	24	24	17566.000
700	3	3	17593.000
701	137	114	17601.000
702	143	114	17614.000
703	12	11	17637.000
704	3	3	17639.000
705	102	79	17652.000
706	3	3	17734.000
707	95	34	17757.000
708	144	117	17770.000
709	59	54	17779.000
710	59	54	17834.000
711	145	56	17856.000
712	3	3	17867.000
713	145	56	17874.000
714	86	57	17900.000
715	127	107	17901.000
716	12	11	17920.000
717	146	51	17922.000
718	147	118	17970.000
719	146	51	17972.000
720	148	114	17988.000
721	149	56	17991.000
722	149	56	18044.000
723	145	56	18111.000
724	145	56	18148.000
725	136	115	18191.000
726	149	56	18212.000
727	120	34	18216.000
728	140	114	18224.000
729	3	3	18268.000
730	140	114	18304.000
731	3	3	18323.000
732	150	88	18349.000
733	140	114	18349.000
734	118	100	18353.000
735	78	101	18366.000
736	145	56	18407.000
737	12	11	18426.000
738	3	3	18505.000
739	151	69	18517.000
740	152	34	18547.000
741	3	3	18643.000
742	66	62	18654.000
743	68	72	18679.000
744	6	6	18705.000
745	102	79	18709.000
746	102	79	18753.000
747	12	11	18763.000
748	153	119	18801.000
749	102	79	18813.000
750	154	34	18818.000
751	155	120	18833.000
752	3	3	18838.000
753	66	62	18877.000
754	156	119	18882.000
755	102	79	18885.000
756	151	69	18922.000
757	118	100	18958.000
758	102	79	18970.000
759	12	11	19043.000
760	151	69	19055.000
761	157	64	19095.000
762	158	121	19122.000
763	151	69	19124.000
764	136	122	19152.000
765	151	69	19173.000
766	81	29	19231.000
767	81	29	19254.000
768	3	3	19264.000
769	106	75	19272.000
770	159	123	19282.000
771	3	3	19417.000
772	159	123	19452.000
773	3	3	19505.000
774	102	79	19507.000
775	76	62	19517.000
776	151	69	19540.000
777	106	75	19547.000
778	102	79	19605.000
779	59	54	19606.000
780	84	34	19639.000
781	118	100	19672.000
782	3	3	19693.000
783	160	89	19704.000
784	3	3	19726.000
785	102	79	19733.000
786	157	64	19735.000
787	12	11	19737.000
788	3	3	19778.000
789	157	64	19809.000
790	63	124	19833.000
791	161	87	19842.000
792	157	64	19849.000
793	161	87	19904.000
794	59	54	19917.000
795	102	79	20049.000
796	162	125	20062.000
797	12	11	20076.000
798	3	3	20085.000
799	163	56	20156.000
800	164	126	20165.000
801	164	126	20189.000
802	3	3	20223.000
803	165	34	20232.000
804	102	79	20342.000
805	3	3	20347.000
806	102	79	20396.000
807	3	3	20485.000
808	166	127	20502.000
809	106	75	20511.000
810	159	123	20526.000
811	3	3	20557.000
812	167	128	20569.000
813	168	129	20684.000
814	3	3	20721.000
815	169	130	20750.000
816	3	3	20779.000
817	12	11	20795.000
818	159	123	20801.000
819	68	17	20820.000
820	170	33	20828.000
821	134	113	20869.000
822	70	64	20870.000
823	171	22	20976.000
824	172	131	20984.000
825	3	3	20997.000
826	76	100	21013.000
827	102	79	21016.000
828	157	64	21126.000
829	171	22	21128.000
830	3	3	21140.000
831	102	79	21203.000
832	170	33	21215.000
833	173	132	21219.000
834	3	3	21258.000
835	174	24	21274.000
836	102	79	21308.000
837	106	75	21340.000
838	3	3	21343.000
839	157	64	21382.000
840	102	79	21387.000
841	151	69	21406.000
842	157	64	21422.000
843	175	133	21437.000
844	12	11	21440.000
845	112	70	21453.000
846	176	75	21478.000
847	157	64	21486.000
848	3	3	21487.000
849	147	118	21549.000
850	157	64	21556.000
851	106	75	21578.000
852	159	123	21588.000
853	157	64	21610.000
854	3	3	21615.000
855	159	123	21653.000
856	112	70	21681.000
857	3	3	21731.000
858	12	11	21749.000
859	112	70	21762.000
860	151	69	21836.000
861	171	22	21845.000
862	177	134	21899.000
863	178	135	21904.000
864	3	3	21987.000
865	3	3	22043.000
866	179	136	22043.000
867	157	64	22088.000
868	3	3	22089.000
869	124	137	22094.000
870	12	11	22109.000
871	3	3	22163.000
872	180	138	22165.000
873	112	70	22170.000
874	181	90	22182.000
875	106	75	22224.000
876	123	104	22260.000
877	112	70	22275.000
878	3	3	22331.000
879	134	113	22345.000
880	134	113	22373.000
881	182	139	22404.000
882	157	64	22404.000
883	123	104	22459.000
884	3	3	22461.000
885	157	64	22464.000
886	3	3	22568.000
887	112	70	22585.000
888	151	69	22598.000
889	183	140	22607.000
890	123	104	22610.000
891	184	141	22619.000
892	179	136	22655.000
893	157	64	22657.000
894	123	104	22679.000
895	183	140	22717.000
896	112	70	22738.000
897	179	136	22784.000
898	183	140	22824.000
899	106	75	22832.000
900	157	64	22931.000
901	134	113	22993.000
902	159	123	23024.000
903	185	142	23036.000
904	185	142	23102.000
905	112	70	23151.000
906	185	142	23205.000
907	112	70	23223.000
908	151	69	23241.000
909	106	75	23251.000
910	112	70	23257.000
911	185	142	23261.000
912	186	143	23295.000
913	187	34	23332.000
914	151	69	23334.000
915	63	144	23366.000
916	134	113	23510.000
917	134	113	23538.000
918	188	114	23538.000
919	134	113	23568.000
920	189	46	23577.000
921	179	136	23608.000
922	134	113	23625.000
923	188	114	23627.000
924	134	113	23644.000
925	151	69	23748.000
926	189	46	23793.000
927	112	70	23831.000
928	151	69	23959.000
929	76	62	23979.000
930	190	37	24014.000
931	76	62	24049.000
932	188	114	24079.000
933	76	62	24085.000
934	151	69	24089.000
935	191	8	24121.000
936	75	69	24157.000
937	112	70	24248.000
938	182	139	24290.000
939	112	70	24323.000
940	157	64	24326.000
941	192	145	24338.000
942	189	46	24420.000
943	182	139	24445.000
944	193	146	24695.000
945	194	15	24708.000
946	185	142	24764.000
947	195	147	24766.000
948	194	15	24819.000
949	191	8	24869.000
950	185	142	24880.000
951	95	66	24901.000
952	191	8	24916.000
953	194	15	24919.000
954	185	142	24969.000
955	76	62	25030.000
956	196	33	25065.000
957	197	148	25091.000
958	198	51	25113.000
959	199	142	25191.000
960	200	149	25265.000
961	201	34	25302.000
962	202	119	25329.000
963	24	24	25343.000
964	196	33	25363.000
965	106	75	25548.000
966	198	114	25581.000
967	196	33	25584.000
968	185	142	25597.000
969	199	142	25652.000
970	203	32	25830.000
971	191	8	25851.000
972	169	150	25883.000
973	204	151	25896.000
974	157	64	25952.000
975	203	32	25974.000
976	204	151	26007.000
977	205	152	26070.000
978	206	153	26102.000
979	203	32	26112.000
980	106	75	26222.000
981	203	32	26235.000
982	204	151	26279.000
983	207	67	26296.000
984	204	151	26328.000
985	24	24	26358.000
986	208	154	26366.000
987	209	155	26484.000
988	210	156	26514.000
989	195	157	26609.000
990	211	51	26624.000
991	211	51	26643.000
992	210	156	26694.000
993	212	158	26835.000
994	213	139	26914.000
995	214	159	26950.000
996	215	160	26987.000
997	204	151	27197.000
998	61	56	27330.000
999	210	156	27365.000
1000	33	33	27442.000
1001	212	158	27452.000
1002	216	161	27486.000
1003	217	61	27511.000
1004	218	162	27516.000
1005	216	161	27521.000
1006	212	158	27550.000
1007	219	163	27803.000
1008	220	164	27877.000
1009	221	75	27897.000
1010	204	151	27905.000
1011	216	161	28041.000
1012	182	139	28081.000
1013	222	165	28186.000
1014	59	54	28226.000
1015	220	164	28227.000
1016	223	160	28259.000
1017	216	161	28264.000
1018	182	139	28392.000
1019	224	166	28446.000
1020	6	6	28451.000
1021	9	8	28468.000
1022	182	139	28480.000
1023	76	62	28546.000
1024	182	139	28564.000
1025	225	167	28575.000
1026	194	15	28575.000
1027	102	79	28580.000
1028	182	139	28625.000
1029	15	14	28655.000
1030	182	139	28710.000
1031	102	79	28769.000
1032	204	151	28778.000
1033	182	139	28815.000
1034	226	168	28863.000
1035	182	139	28910.000
1036	182	139	28934.000
1037	102	79	28972.000
1038	204	151	28994.000
1039	102	79	29145.000
1040	8	66	29157.000
1041	227	93	29215.000
1042	228	91	29220.000
1043	228	91	29338.000
1044	102	79	29338.000
1045	6	6	29349.000
1046	227	93	29361.000
1047	203	32	29387.000
1048	76	115	29392.000
1049	216	161	29415.000
1050	228	91	29425.000
1051	102	79	29452.000
1052	179	136	29466.000
1053	229	59	29484.000
1054	22	46	29543.000
1055	227	93	29556.000
1056	216	161	29557.000
1057	230	169	29599.000
1058	8	66	29639.000
1059	102	79	29646.000
1060	76	115	29742.000
1061	220	34	29756.000
1062	212	158	29758.000
1063	102	79	29760.000
1064	228	91	29775.000
1065	220	34	29795.000
1066	228	91	29795.000
1067	76	115	29826.000
1068	227	93	29847.000
1069	179	136	29871.000
1070	228	91	29913.000
1071	102	79	29922.000
1072	231	58	29939.000
1073	228	91	29970.000
1074	64	60	29975.000
1075	214	159	29982.000
1076	102	79	30036.000
1077	214	159	30050.000
1078	75	170	30102.000
1079	15	14	30131.000
1080	222	165	30151.000
1081	232	171	30197.000
1082	102	79	30221.000
1083	233	172	30254.000
1084	233	173	30254.000
1085	9	8	30265.000
1086	9	8	30306.000
1087	194	15	30311.000
1088	9	8	30326.000
1089	76	115	30335.000
1090	214	159	30358.000
1091	102	79	30364.000
1092	76	62	30475.000
1093	102	79	30483.000
1094	234	174	30512.000
1095	40	17	30522.000
1096	102	79	30557.000
1097	17	175	30558.000
1098	205	176	30633.000
1099	235	8	30675.000
1100	102	79	30683.000
1101	214	159	30728.000
1102	212	158	30778.000
1103	234	174	30787.000
1104	102	79	30788.000
1105	236	177	30834.000
1106	102	79	30872.000
1107	102	79	30911.000
1108	237	178	30943.000
1109	51	179	30955.000
1110	214	159	30981.000
1111	51	179	31002.000
1112	102	79	31022.000
1113	205	180	31023.000
1114	204	151	31023.000
1115	214	159	31034.000
1116	205	180	31061.000
1117	205	180	31136.000
1118	102	79	31139.000
1119	102	79	31176.000
1120	238	88	31188.000
1121	6	6	31208.000
1122	6	6	31305.000
1123	222	165	31407.000
1124	102	79	31420.000
1125	168	181	31456.000
1126	194	15	31503.000
1127	214	159	31522.000
1128	102	79	31555.000
1129	239	182	31565.000
1130	214	159	31568.000
1131	205	180	31574.000
1132	240	183	31594.000
1133	205	180	31605.000
1134	102	79	31661.000
1135	241	75	31670.000
1136	40	70	31698.000
1137	240	183	31752.000
1138	102	79	31808.000
1139	102	79	31925.000
1140	204	151	32005.000
1141	222	165	32012.000
1142	75	69	32016.000
1143	205	180	32034.000
1144	232	171	32060.000
1145	102	79	32067.000
1146	205	180	32076.000
1147	237	178	32089.000
1148	24	24	32102.000
1149	205	180	32122.000
1150	102	79	32153.000
1151	242	184	32177.000
1152	222	165	32183.000
1153	237	178	32221.000
1154	243	149	32244.000
1155	210	156	32291.000
1156	40	151	32297.000
1157	237	178	32313.000
1158	244	106	32313.000
1159	102	79	32319.000
1160	205	180	32330.000
1161	245	185	32342.000
1162	75	69	32350.000
1163	246	20	32354.000
1164	222	165	32365.000
1165	244	106	32396.000
1166	205	180	32407.000
1167	75	69	32408.000
1168	232	171	32439.000
1169	205	180	32452.000
1170	245	185	32463.000
1171	102	79	32473.000
1172	102	79	32522.000
1173	76	100	32539.000
1174	205	180	32553.000
1175	237	178	32562.000
1176	210	156	32652.000
1177	233	112	32675.000
1178	210	156	32709.000
1179	233	8	32718.000
1180	17	147	32797.000
1181	233	158	32801.000
1182	102	79	32814.000
1183	205	180	32836.000
1184	237	178	32886.000
1185	102	79	32896.000
1186	237	178	32934.000
1187	102	79	32938.000
1188	232	171	32956.000
1189	88	76	33004.000
1190	102	79	33011.000
1191	6	6	33026.000
1192	102	79	33072.000
1193	247	186	33082.000
1194	237	178	33118.000
1195	102	79	33162.000
1196	240	183	33181.000
1197	237	178	33186.000
1198	76	100	33204.000
1199	205	180	33224.000
1200	232	171	33224.000
1201	237	178	33241.000
1202	40	187	33281.000
1203	102	79	33285.000
1204	240	183	33286.000
1205	237	178	33297.000
1206	205	180	33306.000
1207	237	178	33339.000
1208	237	178	33355.000
1209	220	34	33411.000
1210	102	79	33414.000
1211	102	79	33447.000
1212	233	64	33454.000
1213	248	188	33495.000
1214	24	24	33547.000
1215	102	79	33578.000
1216	102	79	33623.000
1217	205	180	33639.000
1218	249	50	33643.000
1219	232	171	33649.000
1220	102	79	33656.000
1221	240	183	33676.000
1222	6	6	33714.000
1223	66	182	33726.000
1224	250	189	33741.000
1225	102	79	33744.000
1226	251	157	33751.000
1227	252	190	33753.000
1228	66	182	33807.000
1229	24	24	33812.000
1230	250	189	33819.000
1231	252	190	33862.000
1232	253	191	33875.000
1233	237	178	33887.000
1234	102	79	33927.000
1235	66	182	33934.000
1236	102	79	33951.000
1237	210	156	33968.000
1238	220	164	33982.000
1239	66	182	34001.000
1240	24	24	34007.000
1241	102	79	34015.000
1242	237	178	34125.000
1243	240	183	34196.000
1244	205	180	34199.000
1245	66	182	34236.000
1246	210	156	34242.000
1247	66	182	34251.000
1248	237	178	34255.000
1249	204	151	34258.000
1250	205	180	34276.000
1251	204	151	34309.000
1252	182	139	34315.000
